profile_bits,case,state_bit,state_region,x,y,z,cell_bit,prefix_distance,full32_distance,extended64_distance,first_changed_byte,changed_prefix_bit,first_controller_stage,first_non_single_stage,single_bit_until_first_output
128,0,1633,cube,4,1,3,1,0,27,151,26,,44,44,0
128,0,1634,cube,4,1,3,2,0,26,160,26,,44,44,0
128,0,1635,cube,4,1,3,3,0,21,145,26,,44,44,0
128,0,1636,cube,4,1,3,4,0,19,127,26,,44,44,0
128,0,1637,cube,4,1,3,5,0,24,167,26,,44,44,0
128,0,1638,cube,4,1,3,6,0,22,143,26,,44,44,0
128,0,1639,cube,4,1,3,7,0,24,146,26,,44,44,0
128,0,2128,cube,2,1,4,0,0,48,168,20,,39,39,1
128,0,2129,cube,2,1,4,1,0,47,193,20,,39,39,1
128,0,2130,cube,2,1,4,2,0,51,197,20,,39,39,1
128,0,2131,cube,2,1,4,3,0,53,193,20,,39,39,1
128,0,2132,cube,2,1,4,4,0,49,198,20,,39,39,1
128,0,2133,cube,2,1,4,5,0,47,172,20,,39,39,1
128,0,2134,cube,2,1,4,6,0,49,177,20,,39,39,1
128,0,2135,cube,2,1,4,7,0,47,180,20,,39,39,1
128,0,2152,cube,5,1,4,0,0,0,94,39,,57,57,0
128,0,2153,cube,5,1,4,1,0,0,93,39,,57,57,0
128,0,2154,cube,5,1,4,2,0,0,99,39,,57,57,0
128,0,2155,cube,5,1,4,3,0,0,97,39,,57,57,0
128,0,2156,cube,5,1,4,4,0,0,106,39,,57,57,0
128,0,2157,cube,5,1,4,5,0,0,90,39,,57,57,0
128,0,2158,cube,5,1,4,6,0,0,102,39,,57,57,0
128,0,2159,cube,5,1,4,7,0,0,87,39,,57,57,0
128,0,2216,cube,5,2,4,0,0,0,110,39,,57,57,0
128,0,2217,cube,5,2,4,1,0,0,100,39,,57,57,0
128,0,2218,cube,5,2,4,2,0,0,106,39,,57,57,0
128,0,2219,cube,5,2,4,3,0,0,97,39,,57,57,0
128,0,2220,cube,5,2,4,4,0,0,99,39,,57,57,0
128,0,2221,cube,5,2,4,5,0,0,92,39,,57,57,0
128,0,2222,cube,5,2,4,6,0,0,100,39,,57,57,0
128,0,2223,cube,5,2,4,7,0,0,100,39,,57,57,0
128,0,2304,cube,0,4,4,0,0,0,30,54,,72,72,0
128,0,2305,cube,0,4,4,1,0,0,39,54,,72,72,0
128,0,2306,cube,0,4,4,2,0,0,41,54,,72,72,0
128,0,2307,cube,0,4,4,3,0,0,39,54,,72,72,0
128,0,2308,cube,0,4,4,4,0,0,37,54,,72,72,0
128,0,2309,cube,0,4,4,5,0,0,40,54,,72,72,0
128,0,2310,cube,0,4,4,6,0,0,35,54,,72,72,0
128,0,2311,cube,0,4,4,7,0,0,33,54,,72,72,0
128,0,2320,cube,2,4,4,0,0,10,141,30,,48,48,0
128,0,2321,cube,2,4,4,1,0,7,126,30,,48,48,0
128,0,2322,cube,2,4,4,2,0,9,131,30,,48,48,0
128,0,2323,cube,2,4,4,3,0,10,125,30,,48,48,0
128,0,2324,cube,2,4,4,4,0,7,135,30,,48,48,0
128,0,2325,cube,2,4,4,5,0,6,143,30,,48,48,0
128,0,2326,cube,2,4,4,6,0,6,116,30,,48,48,0
128,0,2327,cube,2,4,4,7,0,12,138,30,,48,48,0
128,0,2344,cube,5,4,4,0,0,60,192,18,,36,36,0
128,0,2345,cube,5,4,4,1,0,59,198,18,,36,36,0
128,0,2346,cube,5,4,4,2,0,52,177,18,,36,36,0
128,0,2347,cube,5,4,4,3,0,62,197,18,,36,36,0
128,0,2348,cube,5,4,4,4,0,59,175,18,,36,36,0
128,0,2349,cube,5,4,4,5,0,56,186,18,,36,36,0
128,0,2350,cube,5,4,4,6,0,57,186,18,,36,36,0
128,0,2351,cube,5,4,4,7,0,58,178,18,,36,36,0
128,0,2592,cube,4,0,5,0,0,0,0,,,,,1
128,0,2593,cube,4,0,5,1,0,0,0,,,,,1
128,0,2594,cube,4,0,5,2,0,0,0,,,,,1
128,0,2595,cube,4,0,5,3,0,0,0,,,,,1
128,0,2596,cube,4,0,5,4,0,0,0,,,,,1
128,0,2597,cube,4,0,5,5,0,0,0,,,,,1
128,0,2598,cube,4,0,5,6,0,0,0,,,,,1
128,0,2599,cube,4,0,5,7,0,0,0,,,,,1
128,0,2688,cube,0,2,5,0,0,0,111,38,,56,56,0
128,0,2689,cube,0,2,5,1,0,0,96,38,,56,56,0
128,0,2690,cube,0,2,5,2,0,0,95,38,,56,56,0
128,0,2691,cube,0,2,5,3,0,0,110,38,,56,56,0
128,0,2692,cube,0,2,5,4,0,0,104,38,,56,56,0
128,0,2693,cube,0,2,5,5,0,0,108,38,,56,56,0
128,0,2694,cube,0,2,5,6,0,0,104,38,,56,56,0
128,0,2695,cube,0,2,5,7,0,0,120,38,,56,56,0
128,0,2816,cube,0,4,5,0,0,0,31,55,,73,73,0
128,0,2817,cube,0,4,5,1,0,0,34,55,,73,73,0
128,0,2818,cube,0,4,5,2,0,0,35,55,,73,73,0
128,0,2819,cube,0,4,5,3,0,0,41,55,,73,73,0
128,0,2820,cube,0,4,5,4,0,0,44,55,,73,73,0
128,0,2821,cube,0,4,5,5,0,0,33,55,,73,73,0
128,0,2822,cube,0,4,5,6,0,0,44,55,,73,73,0
128,0,2823,cube,0,4,5,7,0,0,40,55,,73,73,0
128,0,3027,cube,2,7,5,3,0,42,158,20,,38,38,0
128,0,3088,cube,2,0,6,0,0,31,164,23,,41,41,0
128,0,3089,cube,2,0,6,1,0,30,155,23,,41,41,0
128,0,3090,cube,2,0,6,2,0,29,161,23,,41,41,0
128,0,3091,cube,2,0,6,3,0,40,162,23,,41,41,0
128,0,3092,cube,2,0,6,4,0,35,164,23,,41,41,0
128,0,3093,cube,2,0,6,5,0,33,162,23,,41,41,0
128,0,3094,cube,2,0,6,6,0,31,164,23,,41,41,0
128,0,3095,cube,2,0,6,7,0,40,159,23,,41,41,0
128,0,3104,cube,4,0,6,0,0,0,48,51,,69,69,0
128,0,3105,cube,4,0,6,1,0,0,43,51,,69,69,0
128,0,3106,cube,4,0,6,2,0,0,55,51,,69,69,0
128,0,3107,cube,4,0,6,3,0,0,48,51,,69,69,0
128,0,3108,cube,4,0,6,4,0,0,58,51,,69,69,0
128,0,3109,cube,4,0,6,5,0,0,53,51,,69,69,0
128,0,3110,cube,4,0,6,6,0,0,41,51,,69,69,0
128,0,3111,cube,4,0,6,7,0,0,43,51,,69,69,0
128,0,3312,cube,6,3,6,0,0,0,0,,,,,1
128,0,3313,cube,6,3,6,1,0,0,0,,,,,1
128,0,3314,cube,6,3,6,2,0,0,0,,,,,1
128,0,3315,cube,6,3,6,3,0,0,0,,,,,1
128,0,3316,cube,6,3,6,4,0,0,0,,,,,1
128,0,3317,cube,6,3,6,5,0,0,0,,,,,1
128,0,3318,cube,6,3,6,6,0,0,0,,,,,1
128,0,3319,cube,6,3,6,7,0,0,0,,,,,1
128,0,3344,cube,2,4,6,0,0,0,126,33,,51,51,0
128,0,3345,cube,2,4,6,1,0,0,106,33,,51,51,0
128,0,3346,cube,2,4,6,2,0,0,117,33,,51,51,0
128,0,3347,cube,2,4,6,3,0,0,131,33,,51,51,0
128,0,3348,cube,2,4,6,4,0,0,135,33,,51,51,0
128,0,3349,cube,2,4,6,5,0,0,132,33,,51,51,0
128,0,3350,cube,2,4,6,6,0,0,118,33,,51,51,0
128,0,3351,cube,2,4,6,7,0,0,119,33,,51,51,0
128,0,3352,cube,3,4,6,0,0,0,0,,,,,1
128,0,3353,cube,3,4,6,1,0,0,0,,,,,1
128,0,3354,cube,3,4,6,2,0,0,0,,,,,1
128,0,3355,cube,3,4,6,3,0,0,0,,,,,1
128,0,3356,cube,3,4,6,4,0,0,0,,,,,1
128,0,3357,cube,3,4,6,5,0,0,0,,,,,1
128,0,3358,cube,3,4,6,6,0,0,0,,,,,1
128,0,3359,cube,3,4,6,7,0,0,0,,,,,1
128,0,3360,cube,4,4,6,0,0,32,174,23,,41,41,0
128,0,3361,cube,4,4,6,1,0,36,153,23,,41,41,0
128,0,3362,cube,4,4,6,2,0,27,171,23,,41,41,0
128,0,3363,cube,4,4,6,3,0,41,172,23,,41,41,0
128,0,3364,cube,4,4,6,4,0,32,155,23,,41,41,0
128,0,3365,cube,4,4,6,5,0,37,152,23,,41,41,0
128,0,3366,cube,4,4,6,6,0,39,171,23,,41,41,0
128,0,3367,cube,4,4,6,7,0,37,180,23,,41,41,0
128,0,3376,cube,6,4,6,0,0,0,117,34,,53,53,1
128,0,3377,cube,6,4,6,1,0,0,118,34,,53,53,1
128,0,3378,cube,6,4,6,2,0,0,121,34,,53,53,1
128,0,3379,cube,6,4,6,3,0,0,128,34,,53,53,1
128,0,3380,cube,6,4,6,4,0,0,119,34,,53,53,1
128,0,3381,cube,6,4,6,5,0,0,114,34,,53,53,1
128,0,3382,cube,6,4,6,6,0,0,105,34,,53,53,1
128,0,3383,cube,6,4,6,7,0,0,117,34,,53,53,1
128,0,3392,cube,0,5,6,0,0,0,123,33,,51,51,0
128,0,3393,cube,0,5,6,1,0,0,132,33,,51,51,0
128,0,3394,cube,0,5,6,2,0,0,131,33,,51,51,0
128,0,3395,cube,0,5,6,3,0,0,124,33,,51,51,0
128,0,3396,cube,0,5,6,4,0,0,133,33,,51,51,0
128,0,3397,cube,0,5,6,5,0,0,141,33,,51,51,0
128,0,3398,cube,0,5,6,6,0,0,120,33,,51,51,0
128,0,3399,cube,0,5,6,7,0,0,124,33,,51,51,0
128,0,3400,cube,1,5,6,0,0,0,98,38,,56,56,0
128,0,3401,cube,1,5,6,1,0,0,107,38,,56,56,0
128,0,3402,cube,1,5,6,2,0,0,108,38,,56,56,0
128,0,3403,cube,1,5,6,3,0,0,108,38,,56,56,0
128,0,3404,cube,1,5,6,4,0,0,104,38,,56,56,0
128,0,3405,cube,1,5,6,5,0,0,88,38,,56,56,0
128,0,3406,cube,1,5,6,6,0,0,101,38,,56,56,0
128,0,3407,cube,1,5,6,7,0,0,104,38,,56,56,0
128,0,3408,cube,2,5,6,0,0,0,45,53,,71,71,0
128,0,3409,cube,2,5,6,1,0,0,53,53,,71,71,0
128,0,3410,cube,2,5,6,2,0,0,51,53,,71,71,0
128,0,3411,cube,2,5,6,3,0,0,39,53,,71,71,0
128,0,3412,cube,2,5,6,4,0,0,36,53,,71,71,0
128,0,3413,cube,2,5,6,5,0,0,41,53,,71,71,0
128,0,3414,cube,2,5,6,6,0,0,48,53,,71,71,0
128,0,3415,cube,2,5,6,7,0,0,38,53,,71,71,0
128,0,3648,cube,0,1,7,0,0,5,138,31,,49,49,0
128,0,3649,cube,0,1,7,1,0,5,122,31,,49,49,0
128,0,3650,cube,0,1,7,2,0,5,145,31,,49,49,0
128,0,3651,cube,0,1,7,3,0,5,143,31,,49,49,0
128,0,3652,cube,0,1,7,4,0,5,123,31,,49,49,0
128,0,3653,cube,0,1,7,5,0,6,143,31,,49,49,0
128,0,3654,cube,0,1,7,6,0,4,130,31,,49,49,0
128,0,3655,cube,0,1,7,7,0,4,132,31,,49,49,0
128,0,3656,cube,1,1,7,0,0,0,89,41,,59,59,0
128,0,3657,cube,1,1,7,1,0,0,87,41,,59,59,0
128,0,3658,cube,1,1,7,2,0,0,99,41,,59,59,0
128,0,3659,cube,1,1,7,3,0,0,86,41,,59,59,0
128,0,3660,cube,1,1,7,4,0,0,93,41,,59,59,0
128,0,3661,cube,1,1,7,5,0,0,105,41,,59,59,0
128,0,3662,cube,1,1,7,6,0,0,83,41,,59,59,0
128,0,3663,cube,1,1,7,7,0,0,92,41,,59,59,0
128,0,3664,cube,2,1,7,0,0,9,144,30,,48,48,0
128,0,3665,cube,2,1,7,1,0,7,123,30,,48,48,0
128,0,3666,cube,2,1,7,2,0,8,124,30,,48,48,0
128,0,3667,cube,2,1,7,3,0,7,144,30,,48,48,0
128,0,3668,cube,2,1,7,4,0,7,131,30,,48,48,0
128,0,3669,cube,2,1,7,5,0,9,143,30,,48,48,0
128,0,3670,cube,2,1,7,6,0,5,135,30,,48,48,0
128,0,3671,cube,2,1,7,7,0,7,118,30,,48,48,0
128,0,3680,cube,4,1,7,0,0,24,153,26,,44,44,0
128,0,3681,cube,4,1,7,1,0,22,158,26,,44,44,0
128,0,3682,cube,4,1,7,2,0,22,163,26,,44,44,0
128,0,3683,cube,4,1,7,3,0,22,136,26,,44,44,0
128,0,3684,cube,4,1,7,4,0,21,150,26,,44,44,0
128,0,3685,cube,4,1,7,5,0,24,148,26,,44,44,0
128,0,3686,cube,4,1,7,6,0,25,145,26,,44,44,0
128,0,3687,cube,4,1,7,7,0,23,153,26,,44,44,0
128,0,3696,cube,6,1,7,0,0,0,96,41,,59,59,0
128,0,3697,cube,6,1,7,1,0,0,97,41,,59,59,0
128,0,3698,cube,6,1,7,2,0,0,105,41,,59,59,0
128,0,3699,cube,6,1,7,3,0,0,95,41,,59,59,0
128,0,3700,cube,6,1,7,4,0,0,100,41,,59,59,0
128,0,3701,cube,6,1,7,5,0,0,95,41,,59,59,0
128,0,3702,cube,6,1,7,6,0,0,98,41,,59,59,0
128,0,3703,cube,6,1,7,7,0,0,106,41,,59,59,0
128,0,3823,cube,5,3,7,7,1,60,180,15,120,33,33,0
128,0,3834,cube,7,3,7,2,1,59,182,15,125,33,33,0
128,0,3904,cube,0,5,7,0,0,0,89,40,,58,58,0
128,0,3905,cube,0,5,7,1,0,0,94,40,,58,58,0
128,0,3906,cube,0,5,7,2,0,0,100,40,,58,58,0
128,0,3907,cube,0,5,7,3,0,0,81,40,,58,58,0
128,0,3908,cube,0,5,7,4,0,0,110,40,,58,58,0
128,0,3909,cube,0,5,7,5,0,0,103,40,,58,58,0
128,0,3910,cube,0,5,7,6,0,0,89,40,,58,58,0
128,0,3911,cube,0,5,7,7,0,0,94,40,,58,58,0
128,0,3912,cube,1,5,7,0,0,49,166,22,,40,40,0
128,0,3913,cube,1,5,7,1,0,33,163,22,,40,40,0
128,0,3914,cube,1,5,7,2,0,43,175,22,,40,40,0
128,0,3915,cube,1,5,7,3,0,40,160,22,,40,40,0
128,0,3916,cube,1,5,7,4,0,35,175,22,,40,40,0
128,0,3917,cube,1,5,7,5,0,44,169,22,,40,40,0
128,0,3918,cube,1,5,7,6,0,40,174,22,,40,40,0
128,0,3919,cube,1,5,7,7,0,44,182,22,,40,40,0
128,0,3920,cube,2,5,7,0,0,47,181,20,,39,39,1
128,0,3921,cube,2,5,7,1,0,51,195,20,,39,39,1
128,0,3922,cube,2,5,7,2,0,54,178,20,,39,39,1
128,0,3923,cube,2,5,7,3,0,47,184,20,,39,39,1
128,0,3924,cube,2,5,7,4,0,47,183,20,,39,39,1
128,0,3925,cube,2,5,7,5,0,44,179,20,,39,39,1
128,0,3926,cube,2,5,7,6,0,47,180,20,,39,39,1
128,0,3927,cube,2,5,7,7,0,48,168,20,,39,39,1
128,0,3928,cube,3,5,7,0,0,0,0,,,,,1
128,0,3929,cube,3,5,7,1,0,0,0,,,,,1
128,0,3930,cube,3,5,7,2,0,0,0,,,,,1
128,0,3931,cube,3,5,7,3,0,0,0,,,,,1
128,0,3932,cube,3,5,7,4,0,0,0,,,,,1
128,0,3933,cube,3,5,7,5,0,0,0,,,,,1
128,0,3934,cube,3,5,7,6,0,0,0,,,,,1
128,0,3935,cube,3,5,7,7,0,0,0,,,,,1
128,1,40,cube,5,0,0,0,0,51,174,16,,34,34,0
128,1,41,cube,5,0,0,1,0,73,204,16,,34,34,0
128,1,42,cube,5,0,0,2,0,61,188,16,,34,34,0
128,1,43,cube,5,0,0,3,0,60,183,16,,34,34,0
128,1,44,cube,5,0,0,4,0,70,199,16,,34,34,0
128,1,45,cube,5,0,0,5,0,68,195,16,,34,34,0
128,1,46,cube,5,0,0,6,0,65,182,16,,34,34,0
128,1,47,cube,5,0,0,7,0,58,202,16,,34,34,0
128,1,280,cube,3,4,0,0,0,0,80,47,,65,65,0
128,1,281,cube,3,4,0,1,0,0,72,47,,65,65,0
128,1,282,cube,3,4,0,2,0,0,63,47,,65,65,0
128,1,283,cube,3,4,0,3,0,0,73,47,,65,65,0
128,1,284,cube,3,4,0,4,0,0,68,47,,65,65,0
128,1,285,cube,3,4,0,5,0,0,62,47,,65,65,0
