id,enc_key,mac_key,nonce,tag_bits,associated_data,plaintext,ciphertext,tag
V14,d75e61a473923338b8712541fac5afc462b6e98383930e71a5d3d6e5c5f0ad43,810a77db64e5296252cb6fab9dc25e3c750de333c116a75e67f55a1a4e26a377,75945af93d5de0bdbfc8cb3010112c717318e6dfe5c9ddf7,192,308c2fa16255bab3b26c88c1f93957f24b00cb94cce2e7efaeec3a280b337755,fb,05,441874f6fb6dacd50c84e23e07a3448c5b2e064383786a96
V15,f3197d4a43b07083662476e68ee42c4def5a51845a822768a11dac84f350f9c3,fdd149e41ca7a5733b279c0e511a152bcfdaacf39ba1ec4ac7b0dde07158e359,9d71df6e0c31cfa7ad90cf50f816051f3180cbd37ef3e640,256,1366c3437de625b5ac3f5ec7382bd3916f302ea2d51bd5ff3bcb19096021525e,c189761c0587806054c94b5fdd2836a7,cab2b768d312e6efa38051cb6e38f3d6,6c684ad368348d2354729103cf08a16c1e240f141f982c901d11f4332878ec77
V16,ac06031b6a2eb693f3f5b7464ebd401d40878b1cd2a7771a279e4bfeb8ece93c,04bf5ea511d2f2b53053a398d9a361b70b063e90a2ca377877d94ecafcb13dd8,4aaf2abe663a52611a3a322c907fa04f9f685e419fd42fd4,128,ec2d7236f838b7a4d4e88db0647cccedd0cef291ce8065dfbd47fd55abf08c3f7b1c081a6ec37d87d61f14782bd47a50,40732746b4231d75701f778ac21951986c70121087e03b3f974fa0ff80a8f28ceca6c7b32fbabdb1e5b6511d05eb9a,44f35142a3c13816f5f8cbe9c6636b0fea798f2abcbd23e2a86508f4bf923b552e4a9390f0a01d9784058e5119dbbf,7a68f6f4b0d9b7a966958ce654a58c9b
V17,573cd66a587cb703fc8476c07d483f9f5caec71ec2a1c2b1d8c9bde2c04e0c15,26a0f23e610ffff11b0ec8ff5dfa68c6601d35325a9a602e80da964142673349,fe194fa88709fd93420e3c68f54a3a3b3247dc95b3e9427f,192,,,,3b19ef4fea3b64ba45bc45199fcc27c51d94b9fdd45df1f7
V18,9bd6f1f21f0c5ca3d1d44599aae8ebdee7a5714a8f07b6668d17c92e9ded69e7,5cc28d13f9c6211fc1d7b6cf20708139fb2e8d709a91e0fffeb540b020f46e72,965953e5ea5f4b41907aefe9a06c7ac9596b235e1be3ed8f,256,,3568577ee482397f4da6d8377f9c9e,a3a723b7e5574607ec8b93fbc0573e,d60d0a5903ff776b3a4175956d8a2a3ab95efd40597ae85ef99d839fadbcb145
V19,197369a38fcf9b3648e6c2501b3a954e6f34cc941512a648d8204b1ac5cef012,c420f36beaac023e544871e03597084d33fbe78c39d0a8003fbed02ec90739ed,f2e154fe92cda74d3b458ef36e49e41373dcd265d7f63fa4,128,a4,fa910ae61e86599059a2d0ca4f4b3e25fd87bc0549f3bac93f921e97b740340d38,c1401de8829240fcb51aa1e3bc9843bc3eec4b86dc73fab4799d0599f77a08aa4a,7ae71196af9d75ce39d1325062e36c88
V20,f69ed66d6aed172a420734847ac42ad2a3de5773806678a4cb3599610886a596,4ba0071ba85201a4fd64a8fb543314ab29cc13dd5fcc531777ae1c6e1873b38c,bc9eb7d4fc5d42fc9f5cc59af9af3f5322ad99e7348844bd,192,e6,579b83c4e66f40b6de6220bf2e7af59bef0cc92f01047c500a3c2116a20d94fb469f83b7b898ab85314e7ad630674c638bda92f62da9e4be6dae7d1a4bdbfde0091783913c8f2cafee6300c4f042292598b10bf357a00d17a18208848634f44536,a581e80809a26a65a6dc7be90fc40a5873fe461765b0d5753ebe14fbba9ae26ea4942ad29c977dd2b06fbe624927d2b82f6a3ee9dab97705b5e5c89a04a221de8859cf9068616606530a67f33cc8ded5475b8454e6e3b1af778435cb8c34ff68bb,1d4095c33f8183a7773332c15c6ef3f861b3e861cd20f09c
V21,4db506fc396b0a0e4117181a0f559ba6e97be1c5e1661cdc021f6db44cb2b2f6,5661c6e73b49103a81f08608ce8f513173cc2dcd559d571b774eec80fb09feca,61b6fb1a946b5cfa83818e7ac651e27df9ef30f3c82228f7,256,88049e,5fe1bfe1be801f,92861bfc20cf60,97ee84759d4463803d72db929ce74e6a7965d4673ea31eeb3d7e8b65e721d950
V22,fc41b5b85f6703efbf5d3dab4485d1c291276e078b07a322ac6d16445c685345,ed9c8ec1413ea9210100e107ee939aaf20ed498650000e09e19f123032fcb106,d47a6f686fe2e7ef0c33566862fe8b349970fd0139171e17,128,5346793649673c,1b83ff79a85924f6c01515beae213767901cc860605a6c9c281ae8ae05ece4b9,9c6345c33b1ff88857840e933655329dc80202e75c15bcd56cc99f35e51e33e9,009445ad109c974a5a9506bb34939ee2
V23,799b6a1fd8be0bdda1ad468d1891d6eda9a4dec2231f020f455197f530040464,87ce7c555acb5690be406cde222e7c784e9d4868e3ee13c946c9e98ff680ab3c,b75ff4f718f135d2c64e45d39e1fbf1c0e6914097ee06159,192,09bb774b7908be05,2d50a9373944016c7a90a7aee6b04acddca6b486c6e507aff3e892f9de71d0020a3dfa8ab224dd0920e3140ad144ea31ebe36a78398740044582a123f0ead266a7,5a4e8d2b997a1b180facd480488cedccc5c6da9d002a0b3a1bae5bffb3a30db307e01081c123deed245a2bbb9b2aeaf6709a1a798baae87a7252468ddb9afc4d53,c51435f6d457a1461b2bd0df6d19c7f5c09de6e617103313
V24,d0faf8551559bf29182a098e7e36b3ce8fab7a8c9a43c99e5a8d22cc63d9d981,542b5ffabf133dd08e5c24b9235f2b69992a913378e194f0e51e23bf892505ac,429f1eec2fab76f5af01cf66abf202d7d5950417753dbec2,256,220f36a2a0519626,887127,95c11b,55c22293f0bf95a159c6159eadee1d74b97ec6f1f5938effa7ffd3a39993e9de
V25,5c6a6ba9dc2ce171142ae08540c25e83d9196eb5351fe5e092af3dd8625025ec,0bb3ef85e26bdae0969a385ede69d6861c427dab9f9bd7f16b9cedca81c25dd2,19784b3b33b39b6c40a08cad1a8b7b4204a5b574c82e621d,128,f9147c613a3e79ce28cebc9dde6b60,b97543fa04c652180005edda00b0275944dfb701c98e0f93c1b42b153efab2,4d200dc1bd0a9912f5479cf798ae40792b5b02f282b30d538b16878c611953,1ec6df6dd0bb002f708660faf9961be5
V26,24f574beaf996f639bcaeb211069432b62722f7874687727f1118c9587dadf78,59d2e70048e3b788ca991d568f92fd2d8e461ef6648c55b618eea8eeda829b73,976e31c4bcf25124168354f9906dc1c138c49685df5e56fe,192,33626524902ff630a08a7cb8bc4838ca,1875b1c7fda8c6505290a3845c15aa570bd3c63f43795956351c67198fe1df904ed5fd81bd46ab58870a2cef2751b7dc0f86a147c9e272d3a7c11109154d3a50,6d29154f58ed8b394c3062986a63b3c66f151ca980a8ca937a29aa732f63c31d7a41f9a26edede60a0a7d1bcd68569c88b6d8ffa8500469fb38a858fbc0bab42,07fb4d38aa9665d09f5e49d2319b7dee52ad596d6cfd32e2
V27,9f1fd04a0c4e7da8d14c3b496e28f0b56da498932aedd229fcc856b6138c12c1,e3d853fefdf11504ee361a9b071d8df5761bbf180a8f6d408642adeb14d88849,586f466573e82cf3b2afa9f0a00edbd38e12eda67ccff550,256,222ac86ddf49d99261f6c857daa9d0dc,1d95,e9dc,cbc3fa5bbf13f983bb81d7605a26a8ecf67435f0638d1c44603cc28073480549
V28,7266aa875cd6f3f8f1e93046481e0ef41cac0bc69c2bb80d83233f1675375ece,c4cf0c526a87ec773253b53b0cdec9ca472e10c42e33df736724e13c283b6ced,bc8969f3d6b266ffb79bab70d4775081fb4b3964c2cefdcf,128,cb9f31015e224e31209695c41f3b740a0036579586486b,28537787032ae1b7f5e96896a0550e3971,0a13b77a1a728f5e9380a90f1971693ccb,c7dcd15e26f91f5b89ed324a79d9fe7a
V29,a74767f2d15e8f1ee0960e300c5ba6bd538897419d1d7f483c23bcb7b67cb28d,c377ad5e28bc560751f6d6481fd8ad6368dbff5a7fba9ec42efd1d4e0b2a6a0f,ce1f517cd68514564884f541489ea2263b1bbb462ca47c6f,192,a75bfcedcb4c5831fc372d6dbef0ee641a0a6c91350e53fbc75946c97873b8,70c1d7038ad7b9b24d28de3f655a25652bb0549afae98b3091cbca19c91476eac957bd9655fdbaf976e834fd60ff0cb55a48c8bdafc2893f2a4ce5f026c301,4f7f2d25f9f1351bbd0da4c89a49ff3e31bfa1b7e8644fe749044eb4584ac7a8a4864f49eeaf60087b340b00e550239642203679a3918bffb2da01299a4d62,34c4248189242a2cd3e87375ab0e704694170c1a7b699a15
V30,c12d89d0c90dff0bb9b1c1541b8ddfd76af633cfb6dde2cfdb776c1eeef75897,d4274a66ed9be256ab864c6c1728ed5bcf4379da6a47c02bb18518817a71c785,f2ff86215dfa076dac8c0aa1aab897f16e019dbfd4af3677,256,37bebb1568d7bd2fec10c2a6bcba81a2d227c6ba00e3bb9b49ff7176cd692479,9e,96,6c3b61468ecaffaa607c81f22b47185f28fbc5d31921892d9333fa9a4d62737c
V31,4b3079bea4be1da11581034cec5d59e8ba6e3b7ed4971cc840274647f55369df,0550b6b36ac3cb7a1e637a4782553c26c0ec79f8ef7fdc65bd652ae58476d4e2,4898ce3cf801198d7158337544c436759be91e3ff817d981,128,239125ea76a2e901229a4b7013411896eab2e08d984e81462bdc16f62eb02474,670e0e8a3a3d92c9128800f7839134ec,7fa73636f2624a494891963e029005d8,e37abdf4b41f419f38f1d720d062e367
V32,ff69f3e61d3a2ece237b7f694257173b9d2c2fce51758e13193ae638aff10a0f,ff91dd12442459481856eef1e16c605a50f8d40765485052d6ac215c04e8ebba,34dfd8b2b6b1fe895f55ffa78556dbf0511d88af9c878196,192,c745d0dd033c1347944dde827043b6b31351ac0e9319bd6109a15398cef9bf5eb4a394ef111465350721412c2a4f8f15,024ed053124dc971adedf206d02c8f3d499fd5431ddfc7b7e7ae05e99a6bf474501da59c189c557f15e7bd33fb5c52,f44b6f782e7af0eabb02eb13c55c92ad5a2f1d163eabdb97b440840f4329dc050497c361e138bcd2eab0c8e1a3efbb,6d8a0eb2be030d9cfe0f4a8f82d624e65afdfb3c89d3cda7
V33,6ddc8e1fbcadb3615b1c1839158a24cce48fdfec3a00ec4c0c76432b4f5ff72d,d409d83240eb34f6f363175e94307fda5b42e5567cf6375f8d9b6bca92e299a8,ffb8346c7a16c474f85df6c39195c40759c4c883463d24a1,256,,,,800f3a5ea46d122b3405cf86d325a1f6595fd17f417094cb68ed94013436ae21
V34,99fdb3bb3428f2fb46e19996fd2e26e1cd6e8e9f82a43ebba80cc17840865db9,335d5644b50fbc6bc45c2d75864398bcb467445166d8ddb11b178536993e7593,685d580dbc03119f50df2ec79f26a1b126a9b3b368cab17e,128,,395b1c5a1562c1632941cc589f6909,2bd4524455ae7bc5bb0c0d9117d4ce,1aa565edb604718453eabb59144d42f1
V35,8ee385f68f15c27749e6a1e559209572f297d5757c22691846dd91fff43cc0a0,4538ff5a7d4ca16155a8c402d5a717906cec52b0266f11282dadde4aedeff68f,e0116fa32c70b6e0483027ea36f284c13a676323a583a8ab,192,2e,3987d55bf8a622b6fb1f54af04d8fa76ba663bd1fb70a8f7be1da18449a7e994ba,c6105fac3f76583d1ac7d7296a09d80dba98ab97cb878eb76158f6f1b93abfcf6a,7bd2cbec124b576af3c0cfb9483f1482d606c74a06e2645c
V36,0e1dd93d4e8a8fb2150fb703f479f79b190e97d5da28c8c1592d74d23bc643d1,c07f70d4422d5dbc0abe8a7d803d5883e673c171153ece94dbd50a86732c86b2,e88a60f0ab2d5ca2fbd506b14cc43c0547512f46056b09e1,256,e2,9089072bfcec10fd0f861ab20ebb8c56861a923eb77959f79c8366748b7051c23f1fe698875319e6d1aeccfe55e827d93188ca65783e6eab6c01e9b6e4e8e43b342bcbfed017f21857be8f5b4af7750b5c0b9c0627bd11f2bd3cdee7d960de8f65,bcafb02859bbc5371015f87490b788dda93ad28e138fcecbe40befe5536b5dd2c500308c58d08fb2e8f5bec88a2a564905ee27f86b86c6f23939571f39b6c2b8088908b5f4b1020de441497ca1fb691baae7bec1ea697336d1b402be18081dafbb,1e2ff76266581c7e2e8fc1ddc6b8ca338b4c863ad0b900256a693622d3d07c23
V37,62214827d1b82ee4e6b5eadca0d690f3273312922029ba6e8ab737ab51eeea53,1d7f98c44436cf5976846eacc33d70207baf495222b294e6c06ad829a9e9f1fd,cc107f364d22747cfa2cca67afc0fb3601dc6d68d4c67f33,128,9d9a69,5dc0f137f3d5bf,41e8e9e01cf805,4534f0f538e4a66617949d94c326e6b4
V38,c8bebe8d95d84d26501b28435e556dd1d04e5f51536f4a97bce854a2e614843f,cc7ded2acfd470a96476bfb515dad5e0551abab5d12a56746f8e5821ce1438bf,de8c43b57d41b161403960158b04809513e79fd9c0ea8d64,192,0daf2bb8d43c0c,8658109d6f57000952305edb0631f0edf957a9e56e392b818689d853b6a5204b,378c28122b6520aeb003dc07503c68477737075a603c757811df81b63fb329b3,debd3f147bda94a8d2f725eccdb3e0ee729dc7a10a1e0d65
V39,00e22a62085dce568b057b209d8cbda85eeb00b8bbc089cc57eb18fb52c7ae6d,3701487d6acc1b1b7303601d65df8c71ec5ff1ce62ae7b8d19f734a792b4acc5,962d9427f7f1e48410294da6ba0f0148451b1b8d25a00f62,256,eefa0a77077292cb,8236cf0d98a16b2cc75dfa8767cda63707228b81fb2aff814706bb0cb3550b526188350572fd00c60a3ba5c7066a89c658c395130dbce8c5599ff361103f9bcc2f,b57f2c7da2bdcc2eeb6465826c5daa2a8dbfb9eecaef7450940f8f13356291fb5f10ddfdbb8a8987517ed6a33415284685cc208f52f53784bf249a7fb02870c087,c4422e29858725aa8dd5053c275a79e1b474cef434817f67e813248e205647cf
V40,9831b6a5bf9555c0baa6d457e8c771e9fa41cbddd0e41883078a26eba0f8c7a8,378f74f704f983b0a018767408355379d987667058788ae54a009e20c37decd4,6a84a76b87fb834f7fb243581f182e676989b59f29567e07,128,ceb67c285fd425b6,244c38,7c2649,306464dcf0fb3a987d2dd2598acd6d4f
V41,9bb7a000a52fa84a09e6c592007a165d2cf7ee22c0fffa40b95536311318803f,3b69f5812bf0077d2dc956464082e874b735c7441433070a9a41e85ee62123eb,57c8f7c836a5f72c526067956454e99abaccf36e9561c08b,192,56afabf2984faf7497980985538314,cbc68de3735d9ff3f71278de34dfd6e61edcfb9c3c1163b11ddcfeadadf2c2,5b4e3af456350b6ce52ff08d45f6ca8a7aaffc84e9f409d106b28f0e34720b,98d05223415d5faae7d70b999c23dc8f36392b277c8da89e
V42,c8e03d6cc1e293680eb560f9cd85838353d285b132834b0a8ae94a590d1410fa,63a8b846ecd45ac66630ea676161d51780b455f2898fb6f3828769f94938eea3,1d93d44b1e100cc522878fd748a7c69d3c212947e2f84ba5,256,560afd99586202c83310b2f7f98b7d42,38c7bd4b1eea7a18d9405c46f4f4934e9814207d4a3504d3241ae53a685bf09bc6f77235a7268db805b01b76844d037f9327eaa8575efa25c95a50904fbbb2e1,c5b5276ee71f47938bc2529df6bdbd829b1a8e512ce5d42099b3c0da15492be699f94735c4e2e76300ed63899f15817b97b948bd5c15bc661a7a31b23f76c99a,452e2d8c2e79460fac71b89f1a47d8027ea11535c37e4b90a249ec6588f3646e
V43,32602742d53a4b23c328a18018886e7833d7153a754910be509b90938885ad39,4313cd2535eb92d79318bb667d82637c265dc2b61cf3a1f86c6e2a07ec5a5ec7,dbe82c066da6d13b972ab663e2bf2327cd8e60a3c2f7a1aa,128,5f6c12274a771e300a75506da1e5fe1c,3e27,7123,d9c4274fcde005530f04a5155f4db6b5
V44,60b99b17b0d58b0a5f28b4ec912b43dded46e726f683049f0eacf8e45ddb0286,03cbae7ce252a307f2f8367e7da16743b4d83039600579a18409a31bcec2af1d,0fae00ca75bd965a563ad9e98db85e0fa8e376fbc1ba72c5,192,e5132ec688f3bf089b7cfd2cd1417619f1c666480bcbea,a8423c45d351ac93015a126f95eb34bc91,52bf38ca8ea26748500e57f3d1bdc4867d,4c6306d616e84243fbd978036284b0449a20522a59a5704f
V45,c0db3aebb751f2f50518d3dfd9d3a5bca9b83905571236c99a3aa58ec893f18a,bac5304c05e1bbadad8ede67aec78cd2824f1bbc8316c063250f41948e3c2803,17716a0c83da8c50a0d3659ed335342c2d20e717cebd7671,256,56334d166bb1ddbcbac6ffd60a6fb77190d657b29ef0ea7e1eb0e750eb89c8,56e56a08958de82628aff3681c9bf394db7ee17a82a54f1dd5a8c137784afda2875e77b5bc157d7cc19bf63d4435a627b9c177249b47fa9e53171c4d1759dd,37c78463aef27c1f1a8388ba92ebd96eaf5513b08bd4ee0474eec1d772da3ae06791077a11b710a26fdc153f0c37dff0e21a26993910261a2f2460422c0bd8,24ce10c2e09575bf69f814f553ccf2ed1b43b2862e5763039a1e49aeee682a55
V46,7616816cc0aa1efb76d48bdc0c6690fb5c95d7908bf3520076dd546f7849ce4e,ea04af7e78dae7e2ca39f1c31583681908f252484f3b9569c1efac2bb45555dc,d8c7e2e289a0c096e31bac5cd48340f34aa1f9a4f995f8a7,128,e85f478a350786653bddcfe4333029f9027f7863e9946c21b69bff02285ad1ea,18,7b,fd08ff2f837d6b165a7531ae70a099db
V47,6f6e8039702260464bc958fc0fba9dc2af3d029f0ed1ad53d898a690a2963520,86f685cdfc608363b913995d3a167376a69f8133d0db2a1d2f93810be3d2b944,3ae3f7a53b4438f9ffa45d78f6871d045f40a8c0cb3ec11e,192,0634ed2eab9537508e0b48c35fd7f5072002a3f6a72c787559e6983ce99edfb8,e39ce4d8615656f85dc2c144c89cc24f,306c66edea80bb4906e265e7cb37103e,c7d628666007fe24feaf57f7cda2345580a07865686589aa
V48,79b59e23665ed15b72c278c5e04839476aed6a6e10f9c4c1638534420719d001,c9d36397e335d56a58f16e18286660b1d9c0a61d6f9c25096ebb801734f6054f,092972225f3c2bfacec5e95b76dfd79a4706007aed8ba456,256,f9653460301346a5383e3d347ce8242d53de4c04f51e334d7d89f430235807985727e2f07209c116eafb367614a7ede3,9c35007ba462537d4d47065b744c4b102a23cdb60e1c362f5f2c2fc876b4a8cd979408b98cd1a793a23b033383f570,078d5161a1d26e78c4d415ef9dadbbe114e2db8a8edfdd6b83eddcca4018a9e1fe5e0027a4b431f765aae49707fdce,751a30fb53d6c88b8d154d17d20b4ddc92cb53f54a20f2cbe43ca061455c945f
