index,key_hex,context_hex,message_hex,tag_bytes,frame_hex,full_output_hex,tag_hex
10,9c4eead06f871acee5a16ab128f045d7ebc479d6177e44cd6f71611f1145ce4d,d26cd21dac65f5b8720267c02a5e2bbd47cd33ccd422286dda0e146d656fff99418cfab4c1251a017e208c66f149a59f3c4c6c06e9ff23118e68e18c428c7a44f5f0e69fcc,fa7c1072f9ab777d7ba641f78d7c5913b67ee62e0192ed1d304ae1b03a83abef70ec3b82946adfe231be4c1df6102fda7dba2b2a0805c3a2788a7ef1ccb5a228692ac52fe809cef2d4db45f964d7aa59557c42fec75a643fa0c1a1a3872a055f9767db306e5b03250ea69bd0339e8be5f197ad877303886783d6796faaf2ff50f73a3955e881abed7bb9a6e04171eca242212ed984f47de23ce45d0e46,24,5056432d4d41432d300001c118000000000000000045000000000000009dd26cd21dac65f5b8720267c02a5e2bbd47cd33ccd422286dda0e146d656fff99418cfab4c1251a017e208c66f149a59f3c4c6c06e9ff23118e68e18c428c7a44f5f0e69fccfa7c1072f9ab777d7ba641f78d7c5913b67ee62e0192ed1d304ae1b03a83abef70ec3b82946adfe231be4c1df6102fda7dba2b2a0805c3a2788a7ef1ccb5a228692ac52fe809cef2d4db45f964d7aa59557c42fec75a643fa0c1a1a3872a055f9767db306e5b03250ea69bd0339e8be5f197ad877303886783d6796faaf2ff50f73a3955e881abed7bb9a6e04171eca242212ed984f47de23ce45d0e46,23e19bd062c660771396330df08c9b96ce248b3e742e655873c4c779471803b4,23e19bd062c660771396330df08c9b96ce248b3e742e6558
11,048e717de48f11115006923161d57bfc26e471982701d54a1c034604bac6aa33,186d3e,c6269c7ca76fe2aa0db040d3dd3a80681ac7e7ea91e62bf1b1f5c154fa234780d72a6750583fb92ec8d39b592629a46cf2d33928a6dd49047da22907d28173aa2bd4b5314f49ed28f2014c1457ca1a842f9bad84719f2b79c518db916e4fa426e3be17fac8c7d0804aabe789fdd6cfc9ab0d,32,5056432d4d41432d300001c1200000000000000000030000000000000072186d3ec6269c7ca76fe2aa0db040d3dd3a80681ac7e7ea91e62bf1b1f5c154fa234780d72a6750583fb92ec8d39b592629a46cf2d33928a6dd49047da22907d28173aa2bd4b5314f49ed28f2014c1457ca1a842f9bad84719f2b79c518db916e4fa426e3be17fac8c7d0804aabe789fdd6cfc9ab0d,676ec72854e773db5041d1b9b5ac55595eea41277ef863303d7bccbec19995a1,676ec72854e773db5041d1b9b5ac55595eea41277ef863303d7bccbec19995a1
12,65b5df47fc7c38f431e4999a4ffb1ec7c8befe851faf11232d62703ce4bd6e69,6296cb8ab0d6495046f8b93fe1dd07c2bdee0e966b629507cdc66f1d7a7e7ff1e49de70c6b2544f6b71ed30faa6bccacc67bf9345172342b452dcf9b8f1be4c11360474f908b8f71994467caa9eefa,529ac3f887dfb1ac676399217a357525b138a967661bedffd2a16d4e9e49506ba7b2f7515e208464b490beab411dc4c72700d77c42f7894ca307f954966d4279ebdf1dc8b7df00c7ce47442c87e0989273d5d1cd3edbff1b8ca81d7808480a9e5c3b162da76e22b00dcb6b3b84d4c4bf7bce5702712eff8f35a13b33b96aafee0fa9b8dee414e94e72ca461ca8e06bc67a42383dfcf5ff3fecf19cd5a88743d1fd3581147c577fccebfcceed6db7f0225acce4287a5d75a7f0c6bca5,16,5056432d4d41432d300001c11000000000000000004f00000000000000bc6296cb8ab0d6495046f8b93fe1dd07c2bdee0e966b629507cdc66f1d7a7e7ff1e49de70c6b2544f6b71ed30faa6bccacc67bf9345172342b452dcf9b8f1be4c11360474f908b8f71994467caa9eefa529ac3f887dfb1ac676399217a357525b138a967661bedffd2a16d4e9e49506ba7b2f7515e208464b490beab411dc4c72700d77c42f7894ca307f954966d4279ebdf1dc8b7df00c7ce47442c87e0989273d5d1cd3edbff1b8ca81d7808480a9e5c3b162da76e22b00dcb6b3b84d4c4bf7bce5702712eff8f35a13b33b96aafee0fa9b8dee414e94e72ca461ca8e06bc67a42383dfcf5ff3fecf19cd5a88743d1fd3581147c577fccebfcceed6db7f0225acce4287a5d75a7f0c6bca5,ae1e62ab1834bff0367ae7e3d4eae797e61ab89c462c7446d07e7468aa0502aa,ae1e62ab1834bff0367ae7e3d4eae797
13,c7b65664799bd61827d3de0b927f76fc67de71ce0523e865002ac50913cb23d0,086d6ba673,cc,24,5056432d4d41432d300001c1180000000000000000050000000000000001086d6ba673cc,e383fdfd824cf5b88560b08aa05a66fab0cbbfca26cbebb03f6be24791287999,e383fdfd824cf5b88560b08aa05a66fab0cbbfca26cbebb0
14,646e15c75043d1aaa407111ff92518cd75af4f9da963ed5e5996b860add63f82,69a5c2a58e32edf9518ab4b2c3e7dd930050c635b7f7377612bf53825ac7cf59285af0325866c8cb175f2629625e677f5020880473df50c0,f74fd71d695bbf92c9083c4a4c5480ccbb09c66f1cb50761538979671dbe483bcbcf89bb86c317a6734eab679753381f35b2232ae1ef1d6165904f4fd2875a580f8489a329db1818fa7ba0c1d86c2e9b8ec5de155d8250bea164c623bbf09dcbeef79c5f8367ca93c414,32,5056432d4d41432d300001c120000000000000000038000000000000006a69a5c2a58e32edf9518ab4b2c3e7dd930050c635b7f7377612bf53825ac7cf59285af0325866c8cb175f2629625e677f5020880473df50c0f74fd71d695bbf92c9083c4a4c5480ccbb09c66f1cb50761538979671dbe483bcbcf89bb86c317a6734eab679753381f35b2232ae1ef1d6165904f4fd2875a580f8489a329db1818fa7ba0c1d86c2e9b8ec5de155d8250bea164c623bbf09dcbeef79c5f8367ca93c414,e1eb245a7ea8be4c841ca03f2445d5c275d6c9bc5fe79daef0b9d6f2feb0f046,e1eb245a7ea8be4c841ca03f2445d5c275d6c9bc5fe79daef0b9d6f2feb0f046
15,59edb4d5f7341c0d24270701634766eb841740d1f725888b4f9d70d01aa50455,d6029d2a0b7eb9cdabe517ee47db84b439215927fba9a91e502dc77503b04ce79de2bacd,44aad2c37fa757c7453567195d4dbe082ddc18de4f94e92b4349ee51b54787429668e02d0d849dd08d91b28ef8cc17ecbe6425ae8f97cc1d2319be8bafb7,16,5056432d4d41432d300001c110000000000000000024000000000000003ed6029d2a0b7eb9cdabe517ee47db84b439215927fba9a91e502dc77503b04ce79de2bacd44aad2c37fa757c7453567195d4dbe082ddc18de4f94e92b4349ee51b54787429668e02d0d849dd08d91b28ef8cc17ecbe6425ae8f97cc1d2319be8bafb7,b7a1ec0f227f009be4d972e88eeb959b444f104b90bfcaada7a458086943374c,b7a1ec0f227f009be4d972e88eeb959b
16,f561e6f0955584a27e73324d546c0ce1a3a3bb028bef7bf74adc8ad42bb2f64f,35a4fe5e0ead1e9af681e41f3a04e9c446f57ab63f9cb6f9efd445262cc0668874f9095b0ae92886e330bd760c9ee0aee5416424cad0,18bfd516f16cf82a7e313affaeed4f6b1e435aa348c241843f56f29897774d70decf22bdabbbb6fceb09186af6,24,5056432d4d41432d300001c118000000000000000036000000000000002d35a4fe5e0ead1e9af681e41f3a04e9c446f57ab63f9cb6f9efd445262cc0668874f9095b0ae92886e330bd760c9ee0aee5416424cad018bfd516f16cf82a7e313affaeed4f6b1e435aa348c241843f56f29897774d70decf22bdabbbb6fceb09186af6,fc6e13c4af8daa211b4b33802c7fff26e1544fc3207770afbacc83ed51a69600,fc6e13c4af8daa211b4b33802c7fff26e1544fc3207770af
17,7eb9c2904c33c57b3911bb71932d20da93c8f45b43aecf439bc28fbfb830535b,28abf09ea855ca4a01b33e11234034e389463a8f36c3f8c9d9e81b01758db0e23c73213a25d6e78a6a7166eac3c648a58109d3dda6d90329d538c1443cf24825bfed736655,1f0d30366048136ff2b538ef3f3cfd1069bfed4dee0dc78cfb7c4d034b9b2165925d84f03fa44536b33da8679a26b19ea88b2e162bf12fb29b0f19ac0be623a494387d6e25867d99700602,32,5056432d4d41432d300001c120000000000000000045000000000000004b28abf09ea855ca4a01b33e11234034e389463a8f36c3f8c9d9e81b01758db0e23c73213a25d6e78a6a7166eac3c648a58109d3dda6d90329d538c1443cf24825bfed7366551f0d30366048136ff2b538ef3f3cfd1069bfed4dee0dc78cfb7c4d034b9b2165925d84f03fa44536b33da8679a26b19ea88b2e162bf12fb29b0f19ac0be623a494387d6e25867d99700602,03dcd669b034ddae83cc0d5a20bdd22f2b15fb9edf700829a3825116ad742dc3,03dcd669b034ddae83cc0d5a20bdd22f2b15fb9edf700829a3825116ad742dc3
18,9972704eeef232e3d9c25374121a150586f8a72e6cd63f3c2c12f3565b12cf26,072f8a387a84d5bb89f96c8e2a4b04dd7517f8531a9abdbe6511a87951d774b527,19ef1550b1e708fcbdbee41c193e82e7250dd68d70ee71ffaabc109894ba1d3cf58c57a9ce441bbb50d225b53c70e7cf85ea4f2d8bc7e346a019f541c323cc3ecc3759dd626fdf13c7499ba200fe2e7c333399bd07271ca324e66323536ff73c333a90,16,5056432d4d41432d300001c1100000000000000000210000000000000063072f8a387a84d5bb89f96c8e2a4b04dd7517f8531a9abdbe6511a87951d774b52719ef1550b1e708fcbdbee41c193e82e7250dd68d70ee71ffaabc109894ba1d3cf58c57a9ce441bbb50d225b53c70e7cf85ea4f2d8bc7e346a019f541c323cc3ecc3759dd626fdf13c7499ba200fe2e7c333399bd07271ca324e66323536ff73c333a90,44662e37d5b3620a24e88a52bd0dace998440297fbe54a4fbbd631a48eef377c,44662e37d5b3620a24e88a52bd0dace9
19,ce9b24e98f2cbb809357691f22853542deba6dbe4bc6a6aebc0070ea9af8bcfd,e7,cd563d68355c7cc5915af9580711ceedec68e45f88ddb29b8c678d3ab26e02d4c018ef4ed7af40e4f89d9fda14d2532b18a9606bbf847c5c85ccc5152f6379740110021038343af9dc029415e18755f807f466f9cf58a568ee,24,5056432d4d41432d300001c1180000000000000000010000000000000059e7cd563d68355c7cc5915af9580711ceedec68e45f88ddb29b8c678d3ab26e02d4c018ef4ed7af40e4f89d9fda14d2532b18a9606bbf847c5c85ccc5152f6379740110021038343af9dc029415e18755f807f466f9cf58a568ee,f58871a87306cd1073c1ecb205a158afbb5395b71bae9e1271de2a16dacf2bdb,f58871a87306cd1073c1ecb205a158afbb5395b71bae9e12
20,818ef7753d729729c298f2b60615c9ebc919c8eeae1d96ecc49049270f18ddca,63d5862ff0,47e7fc0331b436eac9bc8f5cc802de94e6828724a110ca48071b905d6a2c1a29eca2b91d90540af5e2d8305a68e401cac1859e7b08b1a04003,32,5056432d4d41432d300001c120000000000000000005000000000000003963d5862ff047e7fc0331b436eac9bc8f5cc802de94e6828724a110ca48071b905d6a2c1a29eca2b91d90540af5e2d8305a68e401cac1859e7b08b1a04003,8c598271f2f3fd344dec002de3b7f31b1a6e8ad29ec4a9cc8ce029d1547b1f0e,8c598271f2f3fd344dec002de3b7f31b1a6e8ad29ec4a9cc8ce029d1547b1f0e
21,174f4c53f4aee693201ccb2a17ae0de96a709b0ae533594c3f220afb8641deaf,6f518a3fd3cf247681b361e1768bcc163c5239c6b2e6c6ce3907da64822404c24277c79432d5f5f1a01db6c0b66e17cdaa1a23a2eb5b090e76456d0d,0751cde21783da22e1b392831879,16,5056432d4d41432d300001c11000000000000000003c000000000000000e6f518a3fd3cf247681b361e1768bcc163c5239c6b2e6c6ce3907da64822404c24277c79432d5f5f1a01db6c0b66e17cdaa1a23a2eb5b090e76456d0d0751cde21783da22e1b392831879,bf383d3e8cf0f7743339295865735e3797cb05ac3e3e6e3675cee8bbc41fbec5,bf383d3e8cf0f7743339295865735e37
22,e083e9ae69ef7680c32914f308ee71ae434a6c50ecd6ed427e485ee93ccc7d1b,a472b97b125e646d6bc94214d6f1,222b5085f3233609ab24373f9b541b04c5fc8f11745b2ad100411d88c049b56e6403b74895ba67b12794baf3570dbd78c273033f27f2d5ff1ce7855040e0d95066c027716784c9efc2013299607865bc97f7c65eedd851b72c08365cfef19ffc4a078133f1fd1741c66bf441d2e2664e89d158ee286240e1da36da956650a9c902e35961bcdb,24,5056432d4d41432d300001c11800000000000000000e0000000000000086a472b97b125e646d6bc94214d6f1222b5085f3233609ab24373f9b541b04c5fc8f11745b2ad100411d88c049b56e6403b74895ba67b12794baf3570dbd78c273033f27f2d5ff1ce7855040e0d95066c027716784c9efc2013299607865bc97f7c65eedd851b72c08365cfef19ffc4a078133f1fd1741c66bf441d2e2664e89d158ee286240e1da36da956650a9c902e35961bcdb,6fd6dfb73c5b14c624b2837c5e123297a6fbcf803036f0b1c2e672c1e37017f0,6fd6dfb73c5b14c624b2837c5e123297a6fbcf803036f0b1
23,1687b06726d78a44f3a23612ac1e0f6c870a611c8cce6b5a2de0497188921923,ea16712eb009561cdfdad39ca0a911b8b4071caf4bc834,1c9b9ce30270d8f687b715ec2e5a22fa4195713b20bfdf1fc87db9e9d6787083d6a5ee0a56f15020d5a3f5b03bc840dfde461d93db12aa13927e3927787eba1e2a3894e77e8b4e0827298f8a55b122829ac8109819ddfcb96fd1fb1a4ff01c7f8a856627d9df36e0d7e78b468e37e0e8a2dd9ea6ef34219588,32,5056432d4d41432d300001c1200000000000000000170000000000000079ea16712eb009561cdfdad39ca0a911b8b4071caf4bc8341c9b9ce30270d8f687b715ec2e5a22fa4195713b20bfdf1fc87db9e9d6787083d6a5ee0a56f15020d5a3f5b03bc840dfde461d93db12aa13927e3927787eba1e2a3894e77e8b4e0827298f8a55b122829ac8109819ddfcb96fd1fb1a4ff01c7f8a856627d9df36e0d7e78b468e37e0e8a2dd9ea6ef34219588,662c8290dd8d1ad4d104286817faa4ef49be2fdd852504381ba6179032c4b88e,662c8290dd8d1ad4d104286817faa4ef49be2fdd852504381ba6179032c4b88e
24,d4010bed7dbc0a693adcb81e66c2f21bce37d87c7d4cbf6c80778ecb6195f353,ad109ad3f4debc56d76014089891e1d8,fae7718caf6474af74a160711f72ac2ba0ca0bde2c570af596a8e68d009b8ebde70ed1072d1dc0034def6dc7d41c168dc7983cba7f402026ab6edf3d054e602aa3200549505e1b2a0cfec7f4fdd6f59a2a2a515d6e30dd457eb31c4313ecc292367d11a05aaedcb352586e1d8e3dc76a6e44f9a91845620c61f0f8db172b3f89c25311c9abe9a8473e5acacaec19c5603a785e6ca2057eebe7e8bda86c815850bbd2a2,16,5056432d4d41432d300001c11000000000000000001000000000000000a3ad109ad3f4debc56d76014089891e1d8fae7718caf6474af74a160711f72ac2ba0ca0bde2c570af596a8e68d009b8ebde70ed1072d1dc0034def6dc7d41c168dc7983cba7f402026ab6edf3d054e602aa3200549505e1b2a0cfec7f4fdd6f59a2a2a515d6e30dd457eb31c4313ecc292367d11a05aaedcb352586e1d8e3dc76a6e44f9a91845620c61f0f8db172b3f89c25311c9abe9a8473e5acacaec19c5603a785e6ca2057eebe7e8bda86c815850bbd2a2,9c461bba6230b6cef55f94d96ef51bfbeb348a9682c71ce3fca65da1fc33075f,9c461bba6230b6cef55f94d96ef51bfb
25,1e98849247b71c9662ac3be49e917964e097955fbb56ca83eb6befcfd9e5b3d5,,4af2,24,5056432d4d41432d300001c11800000000000000000000000000000000024af2,8ff259861b8f666679f1964c50da5a6649bb349e01b617f0273762d22fdc19e9,8ff259861b8f666679f1964c50da5a6649bb349e01b617f0
26,9ff306b918394dff303abd1388227e7b5752e229c2dc65a3d65efe9e13be57d7,524cde033a21c6f944b94fde6f60534a6a432d8ed2d0f666f28c0d0999731eb9c10f9c328f610a4f0e1c141ff9c7f4184e56c825f7eecfb4a17d8a05db0d2072dbb7e2201e5e90e684da4dae02e4c8672572bc2a629e58258699119155cd87,9ca9,32,5056432d4d41432d300001c12000000000000000005f0000000000000002524cde033a21c6f944b94fde6f60534a6a432d8ed2d0f666f28c0d0999731eb9c10f9c328f610a4f0e1c141ff9c7f4184e56c825f7eecfb4a17d8a05db0d2072dbb7e2201e5e90e684da4dae02e4c8672572bc2a629e58258699119155cd879ca9,f408462499f0ea9830a04220f32f77eeaf76f46619c6394a6e24cd623c1c4b26,f408462499f0ea9830a04220f32f77eeaf76f46619c6394a6e24cd623c1c4b26
27,0f4cf59c50978dbd2c2567134cd536c2afba6ba0bca5c46176bcd52d03eba403,6c2af226f3311b604289dc6c1ad962ab4db647cd18a3d12e84d26d06f149c4a9dd7bf147ede5f014b05991d4aedb03e1614175b1f3d8491a56c82aa2349ed4d95902cfc16367af77c9ed832737aa694aca82,5b91148caf2f3da9fef389e0e929e279385d113337b534eb5f105a52f05487d5eeb5348d35bb496cb584b7927f4b383a1782a17cba143796bfb69776d77520d9fbd1228a8930662238b4fc8a5b642bf76c416c899b75dd52ab7ba7e1dc25511f23a84350d7952ba39748186ddcafdb61543537ea8fd8b357be8ae7d4e3233a71d54bae390888e2900c0e7535b96ec1,16,5056432d4d41432d300001c110000000000000000052000000000000008f6c2af226f3311b604289dc6c1ad962ab4db647cd18a3d12e84d26d06f149c4a9dd7bf147ede5f014b05991d4aedb03e1614175b1f3d8491a56c82aa2349ed4d95902cfc16367af77c9ed832737aa694aca825b91148caf2f3da9fef389e0e929e279385d113337b534eb5f105a52f05487d5eeb5348d35bb496cb584b7927f4b383a1782a17cba143796bfb69776d77520d9fbd1228a8930662238b4fc8a5b642bf76c416c899b75dd52ab7ba7e1dc25511f23a84350d7952ba39748186ddcafdb61543537ea8fd8b357be8ae7d4e3233a71d54bae390888e2900c0e7535b96ec1,3361304dfa2fd3c35d9adcbed9049246c2dc3d46b715b2e754141b23700de91d,3361304dfa2fd3c35d9adcbed9049246
28,322801eef353d31262d124eb6676f5d9cff547febe2454624b7361cbd91012e7,95cae28b45cae7218de596d2c75c51b0cc51400a81dd3c67ffcf543d10dda4867e0524,0a5fb976228863c891d4a37bc537ae05c2b98e13f3bd70883b7501b0affb5000e820a2ffc2a7963d52f7f6db76b56853666ab9f2a61a64078dccb0b078128a335d6df28a956d19f84d9ea44e58812f42f0bacbd71e920661420b1361e71a61331def23345e73156fb7ea4a64a69e0266b7283217c5aa9baf578d9b69e5197ebcd26592fb57db498aff874269ff5a07684178c956e782d8052b9cdde7f06bb4c27b058a3f9bc6a01f,24,5056432d4d41432d300001c11800000000000000002300000000000000a895cae28b45cae7218de596d2c75c51b0cc51400a81dd3c67ffcf543d10dda4867e05240a5fb976228863c891d4a37bc537ae05c2b98e13f3bd70883b7501b0affb5000e820a2ffc2a7963d52f7f6db76b56853666ab9f2a61a64078dccb0b078128a335d6df28a956d19f84d9ea44e58812f42f0bacbd71e920661420b1361e71a61331def23345e73156fb7ea4a64a69e0266b7283217c5aa9baf578d9b69e5197ebcd26592fb57db498aff874269ff5a07684178c956e782d8052b9cdde7f06bb4c27b058a3f9bc6a01f,f9cc409be46d9f907c363e413f068dc0042fedb7ede579ec3447a1b67f65102a,f9cc409be46d9f907c363e413f068dc0042fedb7ede579ec
